,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ
0,2016-12-12,173.67,174.6,171.8,172.74,"18,817","3,494,579",-0.5376,0.0726,"25,930,380","4,797,120",184.5,185.0,-0.5391,17.457,5.5089999999999995,"6,853",15.64,15.84,3.74,3.74
1,2016-12-15,172.74,175.07,172.27,174.6,"24,244","4,508,246",-0.2667,0.0935,"25,930,380","4,848,981",187.0,187.5,-0.267,17.625999999999998,7.401,"6,135",15.81,16.01,3.78,3.78
2,2017-01-09,171.8,172.74,170.87,171.8,"18,583","3,419,409",0.0,0.0717,"25,930,380","4,771,189",183.5,184.0,0.0,17.352999999999998,5.733,"5,759",15.55,15.76,3.72,3.72
3,2017-01-18,168.53,169.0,167.6,169.0,"23,810","4,292,682",0.0,0.0918,"25,930,380","4,693,398",180.5,181.0,0.0,17.070999999999998,6.106,"7,783",15.3,15.5,3.66,3.66
4,2017-02-07,171.34,172.74,170.87,172.27,"23,981","4,418,689",0.0,0.0925,"25,930,380","4,784,155",184.5,185.0,0.0,17.002,4.938,"8,712",15.6,15.8,3.73,3.73
5,2017-02-10,172.27,173.2,171.8,173.2,"49,257","9,113,650",0.8152,0.19,"25,930,380","4,810,085",185.0,185.5,0.8119,16.89,7.132000000000001,"9,566",15.68,15.88,3.75,3.75
6,2017-02-15,174.6,176.94,174.14,176.47,"39,928","7,528,270",0.8,0.154,"25,930,380","4,900,841",189.0,189.5,0.7968,16.974,6.847,"12,905",15.98,16.18,3.82,3.82
7,2017-03-01,176.0,176.0,173.67,173.67,"48,263","9,041,728",-1.5873,0.1861,"25,930,380","4,823,050",186.0,186.5,-1.6,16.908,9.471,"12,019",14.43,15.93,3.47,3.76
8,2017-03-24,179.27,180.21,179.27,179.74,"17,722","3,408,016",-0.5168,0.0683,"25,930,380","4,991,598",192.0,192.5,-0.5181,17.088,4.047,"5,225",14.93,16.48,3.59,3.89
9,2017-03-27,181.61,181.61,179.27,180.21,"29,867","5,766,195",0.2597,0.1152,"25,930,380","5,004,563",192.5,193.0,0.2594,17.178,7.071000000000001,"6,963",14.97,16.53,3.6,3.9
10,2017-04-13,176.94,179.27,176.94,178.81,"14,796","2,829,915",0.2618,0.0571,"25,930,380","4,965,667",191.5,192.0,0.2614,17.105999999999998,3.529,"5,705",14.86,16.4,3.57,3.87
11,2017-04-18,175.54,176.94,175.07,175.54,"28,732","5,411,365",0.2667,0.1108,"25,930,380","4,874,911",187.5,188.0,0.2663,16.94,7.03,"6,174",14.58,16.1,3.51,3.8
12,2017-04-19,175.07,175.07,174.14,174.14,"31,171","5,828,201",-0.7979,0.1202,"25,930,380","4,836,015",186.5,187.0,-0.8011,16.99,7.144,"9,427",14.47,15.97,3.48,3.77
13,2017-05-05,183.94,185.34,183.94,184.41,"17,618","3,484,019",-0.2525,0.0679,"25,930,380","5,121,250",197.5,198.0,-0.2528,17.524,5.102,"6,078",15.32,16.91,3.69,3.99
14,2017-05-09,191.88,193.28,190.01,190.01,"48,285","9,920,879",0.4938,0.1862,"25,930,380","5,276,832",203.5,204.0,0.4926,18.028,9.693,"15,467",15.79,17.43,3.8,4.11
15,2017-05-12,191.41,193.28,191.41,192.34,"25,507","5,246,098",-0.7229,0.0984,"25,930,380","5,341,658",205.5,206.0,-0.7255,18.118,6.138,"7,515",14.96,17.64,3.67,4.16
16,2017-05-15,190.48,192.34,190.48,192.34,"25,922","5,324,070",0.0,0.1,"25,930,380","5,341,658",205.5,206.0,0.0,18.029,6.5760000000000005,"8,141",14.96,17.64,3.67,4.16
17,2017-05-17,189.54,190.48,189.54,190.48,"22,606","4,599,735",-0.2445,0.0872,"25,930,380","5,289,797",203.5,204.0,-0.2448,17.896,5.667999999999999,"9,323",14.81,17.47,3.63,4.12
18,2017-05-31,192.81,193.28,189.54,189.54,"67,935","13,853,122",-1.9324,0.262,"25,930,380","5,263,867",203.0,203.5,-1.9513,17.73,11.975,"11,757",14.74,17.38,3.62,4.1
19,2017-06-13,193.28,194.68,192.81,194.21,"49,983","10,381,567",0.24100000000000002,0.1928,"25,930,380","5,393,519",207.5,208.0,0.2407,18.007,13.652000000000001,"13,236",15.11,15.06,3.71,3.71
20,2017-06-14,194.68,195.61,192.34,193.28,"39,083","8,113,132",-0.4808,0.1507,"25,930,380","5,367,588",206.5,207.0,-0.4819,18.02,8.703,"11,304",15.03,14.99,3.69,3.69
21,2017-06-29,203.1,203.1,201.17,202.62,"27,049","5,678,566",0.7194,0.1043,"25,930,380","5,445,379",210.0,210.5,0.7168,17.666,6.138,"8,431",15.25,15.2,3.74,3.74
22,2017-06-29,203.1,203.1,201.17,202.62,"27,049","5,678,566",0.7194,0.1043,"25,930,380","5,445,379",210.0,210.5,0.7168,17.666,6.138,"8,431",15.25,15.2,3.74,3.74
23,2017-07-04,200.69,201.17,199.72,199.72,"21,592","4,476,915",-0.9569,0.0833,"25,930,380","5,367,588",206.5,207.0,-0.9615,17.507,5.327999999999999,"8,990",15.03,14.99,3.69,3.69
24,2017-07-06,200.69,201.17,199.72,200.2,"15,260","3,166,474",-0.4796,0.0588,"25,930,380","5,380,553",207.5,208.0,-0.4808,17.512999999999998,3.977,"4,473",15.07,15.02,3.7,3.7
